order_id,customer_id,region,amount,order_ts
NT-000458,C128,APAC,171.85,2026-03-02 13:41:18
NT-000459,C108,EU-North,219.58,2026-03-02 14:24:08
NT-000460,C183,US-East,79.11,2026-03-03 06:24:50
NT-000461,C070,EU-North,62.34,2026-03-04 22:20:24
NT-000462,C121,US-East,249.94,2026-03-02 14:03:51
NT-000463,C062,US-East,80.0,2026-03-03 09:15:42
NT-000464,C148,APAC,84.37,2026-03-07 07:48:14
NT-000465,C152,US-East,204.64,2026-03-08 11:11:15
NT-000466,C091,EU-North,25.13,2026-03-06 06:45:44
NT-000467,C045,APAC,13.11,2026-03-08 21:34:19
NT-000468,C123,EU-West,63.89,2026-03-06 13:01:33
NT-000469,C046,US-East,21.44,2026-03-08 10:21:45
NT-000470,C135,US-East,455.47,2026-03-07 10:49:07
NT-000471,C087,US-East,96.8,2026-03-07 18:37:06
NT-000472,C125,US-East,96.16,2026-03-07 19:50:40
NT-000473,C151,EU-North,74.79,2026-03-07 17:14:42
NT-000474,C001,APAC,215.62,2026-03-04 10:11:46
NT-000475,C082,EU-North,115.62,2026-03-06 07:11:38
NT-000476,C020,EU-North,37.08,2026-03-05 10:21:47
NT-000477,C172,US-East,32.13,2026-03-07 08:52:45
NT-000478,C028,EU-West,47.88,2026-03-03 08:22:16
NT-000479,C127,APAC,42.16,2026-03-05 11:56:26
NT-000480,C148,EU-North,14.71,2026-03-08 21:50:55
NT-000481,C082,US-East,290.81,2026-03-08 07:18:01
NT-000482,C020,EU-West,97.66,2026-03-03 18:10:46
NT-000483,C043,APAC,17.21,2026-03-05 06:27:41
NT-000484,C142,US-East,144.61,2026-03-03 12:26:44
NT-000485,C141,APAC,40.84,2026-03-02 07:25:36
NT-000486,C170,APAC,10.34,2026-03-05 08:18:52
NT-000487,C030,US-East,170.64,2026-03-03 15:05:30
NT-000488,C140,APAC,88.58,2026-03-07 14:05:41
NT-000489,C068,APAC,28.59,2026-03-04 11:28:02
NT-000490,C179,EU-West,39.29,2026-03-04 07:09:48
NT-000491,C059,EU-West,222.76,2026-03-06 19:48:37
NT-000492,C061,APAC,43.93,2026-03-05 21:36:56
NT-000493,C133,EU-North,76.9,2026-03-08 07:32:36
NT-000494,C050,EU-North,15.13,2026-03-03 11:13:51
NT-000495,C161,EU-North,138.68,2026-03-07 19:12:52
NT-000496,C143,APAC,85.95,2026-03-07 08:05:24
NT-000497,C004,APAC,21.62,2026-03-06 20:58:55
NT-000498,C145,EU-West,230.12,2026-03-06 09:59:06
NT-000499,C168,APAC,51.05,2026-03-04 19:16:24
NT-000500,C159,APAC,88.95,2026-03-03 14:25:09
NT-000501,C122,US-East,103.03,2026-03-04 13:03:47
NT-000502,C126,EU-West,375.38,2026-03-08 15:19:17
NT-000503,C083,US-East,190.75,2026-03-04 20:49:52
NT-000504,C105,APAC,230.08,2026-03-02 12:28:13
NT-000505,C041,EU-West,54.12,2026-03-08 07:32:50
NT-000506,C008,EU-North,83.8,2026-03-03 22:56:36
NT-000507,C117,EU-West,205.7,2026-03-08 07:15:02
NT-000508,C130,APAC,118.58,2026-03-04 17:52:29
NT-000509,C153,APAC,87.21,2026-03-02 13:23:31
NT-000510,C067,EU-West,43.18,2026-03-06 17:22:10
NT-000511,C166,EU-North,140.36,2026-03-03 12:54:14
NT-000512,C200,EU-West,20.04,2026-03-05 22:01:55
NT-000513,C156,US-East,206.41,2026-03-03 06:14:16
NT-000514,C090,APAC,50.47,2026-03-04 19:57:24
NT-000515,C102,EU-West,98.95,2026-03-07 22:52:39
NT-000516,C153,US-East,17.84,2026-03-08 17:35:41
NT-000517,C084,US-East,72.71,2026-03-02 16:17:40
NT-000518,C133,EU-North,220.81,2026-03-07 15:12:09
NT-000519,C175,EU-North,198.31,2026-03-08 18:42:20
NT-000520,C104,APAC,187.45,2026-03-04 14:58:26
NT-000521,C183,EU-North,195.75,2026-03-06 12:21:46
NT-000522,C044,EU-North,50.84,2026-03-05 17:32:19
NT-000523,C144,EU-North,744.78,2026-03-07 14:46:51
NT-000524,C058,US-East,88.7,2026-03-07 08:14:22
NT-000525,C119,EU-West,86.84,2026-03-04 14:37:18
NT-000526,C050,EU-West,157.25,2026-03-06 08:30:56
NT-000527,C039,EU-North,438.47,2026-03-04 19:03:55
NT-000528,C184,EU-North,173.14,2026-03-06 20:09:20
NT-000529,C015,EU-West,27.05,2026-03-07 11:20:40
NT-000530,C041,APAC,216.96,2026-03-08 11:36:48
NT-000531,C104,APAC,460.82,2026-03-03 19:40:27
NT-000532,C004,US-East,179.66,2026-03-02 12:46:23
NT-000533,C064,EU-North,151.65,2026-03-02 06:40:46
NT-000534,C151,US-East,82.97,2026-03-03 09:24:32
NT-000535,C134,US-East,70.5,2026-03-04 15:29:46
NT-000536,C092,EU-North,90.53,2026-03-03 16:57:31
NT-000537,C058,EU-North,9.99,2026-03-08 18:01:14
NT-000538,C183,EU-West,66.27,2026-03-06 11:07:23
NT-000539,C170,EU-West,102.96,2026-03-08 07:38:03
NT-000540,C098,EU-West,51.17,2026-03-07 09:26:28
NT-000541,C162,EU-West,68.21,2026-03-03 12:44:43
NT-000542,C156,EU-North,89.77,2026-03-07 22:17:39
NT-000543,C028,APAC,26.18,2026-03-06 09:18:07
NT-000544,C181,APAC,11.59,2026-03-04 22:12:22
NT-000545,C124,US-East,9.16,2026-03-05 12:44:59
NT-000546,C172,APAC,16.2,2026-03-02 09:53:36
NT-000547,C026,US-East,168.51,2026-03-06 08:46:46
NT-000548,C026,EU-North,227.84,2026-03-04 14:29:03
NT-000549,C030,EU-West,233.54,2026-03-04 16:27:47
NT-000550,C044,US-East,47.83,2026-03-02 10:42:41
NT-000551,C024,US-East,127.43,2026-03-06 14:56:46
NT-000552,C099,APAC,197.33,2026-03-05 18:29:17
NT-000553,C179,EU-West,714.39,2026-03-08 11:07:08
NT-000554,C124,APAC,42.56,2026-03-02 19:58:37
NT-000555,C187,EU-North,52.42,2026-03-04 06:55:43
NT-000556,C067,US-East,87.02,2026-03-05 20:02:04
NT-000557,C087,EU-West,74.13,2026-03-06 13:42:55
NT-000558,C165,APAC,83.21,2026-03-05 17:42:43
NT-000559,C041,APAC,230.41,2026-03-06 07:00:41
NT-000560,C085,US-East,28.27,2026-03-02 21:20:15
NT-000561,C061,EU-West,80.91,2026-03-07 18:25:52
NT-000562,C115,US-East,53.26,2026-03-05 08:54:31
NT-000563,C106,EU-West,8.02,2026-03-07 06:06:25
NT-000564,C144,EU-North,168.43,2026-03-02 15:56:32
NT-000565,C058,APAC,77.83,2026-03-04 17:52:03
NT-000566,C094,APAC,77.1,2026-03-06 21:45:42
NT-000567,C163,US-East,42.02,2026-03-03 06:21:22
NT-000568,C127,EU-North,211.38,2026-03-02 07:57:10
NT-000569,C051,EU-North,85.55,2026-03-05 09:16:39
NT-000570,C049,US-East,45.72,2026-03-03 20:52:50
NT-000571,C116,APAC,243.43,2026-03-07 09:49:57
NT-000572,C189,EU-West,47.39,2026-03-03 21:00:33
NT-000573,C200,EU-North,126.05,2026-03-06 21:59:32
NT-000574,C169,US-East,43.0,2026-03-08 10:06:24
NT-000575,C088,US-East,20.14,2026-03-06 13:17:25
NT-000576,C180,US-East,240.33,2026-03-05 22:19:53
NT-000577,C160,US-East,238.18,2026-03-07 12:12:13
NT-000578,C178,US-East,214.12,2026-03-03 11:32:34
NT-000579,C171,APAC,234.08,2026-03-06 21:37:36
NT-000580,C109,EU-West,10.3,2026-03-06 15:56:54
NT-000581,C052,US-East,124.14,2026-03-03 07:42:03
NT-000582,C016,US-East,57.25,2026-03-04 14:09:53
NT-000583,C173,EU-North,184.19,2026-03-04 20:06:39
NT-000584,C179,US-East,107.05,2026-03-03 22:50:50
NT-000585,C176,US-East,279.59,2026-03-05 18:26:50
NT-000586,C200,APAC,236.72,2026-03-07 14:12:39
NT-000587,C140,EU-North,244.64,2026-03-07 17:48:37
NT-000588,C020,EU-North,654.29,2026-03-04 20:11:43
NT-000589,C072,US-East,61.14,2026-03-02 18:02:27
NT-000590,C182,EU-North,92.51,2026-03-04 06:21:29
NT-000591,C161,US-East,60.11,2026-03-06 07:49:59
NT-000592,C082,EU-North,536.33,2026-03-04 08:50:45
NT-000593,C140,APAC,28.13,2026-03-08 22:10:26
NT-000594,C076,EU-North,590.05,2026-03-03 16:21:23
NT-000595,C089,APAC,66.45,2026-03-05 06:07:42
NT-000596,C083,APAC,241.75,2026-03-06 13:02:43
NT-000597,C073,EU-West,223.32,2026-03-05 14:34:46
NT-000598,C115,APAC,89.74,2026-03-04 22:51:32
NT-000599,C025,EU-North,675.33,2026-03-03 16:32:05
NT-000600,C054,EU-North,163.63,2026-03-06 06:40:04
NT-000601,C180,APAC,240.96,2026-03-02 12:34:53
NT-000602,C184,US-East,14.67,2026-03-07 10:01:29
NT-000603,C148,EU-North,161.14,2026-03-03 14:35:04
NT-000604,C005,APAC,180.23,2026-03-05 18:27:20
NT-000605,C150,EU-West,110.89,2026-03-07 08:48:47
NT-000606,C176,US-East,142.23,2026-03-06 09:18:50
NT-000607,C170,EU-West,56.55,2026-03-05 18:25:52
NT-000608,C140,US-East,329.24,2026-03-03 18:50:51
NT-000609,C143,EU-North,8.46,2026-03-07 17:00:35
NT-000610,C022,US-East,75.47,2026-03-06 18:34:35
NT-000611,C166,EU-North,28.09,2026-03-07 17:13:26
NT-000612,C047,EU-West,239.86,2026-03-08 14:12:07
NT-000613,C019,US-East,137.6,2026-03-06 20:41:35
NT-000614,C033,EU-North,64.38,2026-03-03 21:21:22
NT-000615,C085,US-East,122.86,2026-03-03 16:31:28
NT-000616,C110,EU-North,30.4,2026-03-06 17:51:20
NT-000617,C093,EU-North,149.73,2026-03-03 19:17:53
NT-000618,C199,US-East,17.9,2026-03-05 20:28:22
NT-000619,C036,EU-North,88.66,2026-03-07 08:53:17
NT-000620,C130,EU-West,186.84,2026-03-02 08:57:01
NT-000621,C142,US-East,98.88,2026-03-08 12:58:02
NT-000622,C058,US-East,53.6,2026-03-05 10:23:25
NT-000623,C003,EU-North,220.98,2026-03-02 18:23:32
NT-000624,C036,APAC,59.54,2026-03-06 11:48:32
NT-000625,C124,US-East,77.29,2026-03-06 10:47:46
NT-000626,C060,EU-West,177.68,2026-03-03 08:16:23
NT-000627,C117,EU-West,67.02,2026-03-08 17:24:30
NT-000628,C071,US-East,59.88,2026-03-02 22:40:53
NT-000629,C168,EU-West,42.25,2026-03-05 18:23:37
NT-000630,C089,APAC,233.08,2026-03-03 22:25:22
NT-000631,C113,EU-North,54.82,2026-03-02 22:56:08
NT-000632,C041,US-East,222.54,2026-03-04 12:09:11
NT-000633,C085,EU-West,51.57,2026-03-07 13:26:51
NT-000634,C106,EU-West,19.64,2026-03-03 11:41:53
NT-000635,C132,EU-West,122.03,2026-03-06 11:08:40
NT-000636,C133,APAC,59.29,2026-03-03 14:59:11
NT-000637,C115,APAC,125.59,2026-03-02 15:05:13
NT-000638,C150,EU-North,176.62,2026-03-08 19:38:09
NT-000639,C153,EU-West,43.08,2026-03-03 16:59:29
NT-000640,C130,APAC,190.83,2026-03-02 06:12:33
NT-000641,C154,EU-West,179.71,2026-03-03 21:57:39
NT-000642,C169,EU-North,180.89,2026-03-08 09:05:30
NT-000643,C095,EU-West,164.34,2026-03-02 19:33:26
NT-000644,C098,US-East,75.47,2026-03-08 21:50:49
NT-000645,C066,APAC,236.51,2026-03-08 09:27:08
NT-000646,C140,APAC,8.5,2026-03-02 15:38:56
NT-000647,C031,EU-West,26.69,2026-03-07 06:36:33
NT-000648,C028,EU-North,61.27,2026-03-08 16:26:23
NT-000649,C157,US-East,468.6,2026-03-04 19:36:23
NT-000650,C143,APAC,58.88,2026-03-03 19:35:50
NT-000651,C089,APAC,228.25,2026-03-05 14:19:36
NT-000652,C115,EU-North,54.26,2026-03-07 09:47:14
NT-000653,C158,EU-West,95.78,2026-03-08 16:51:35
NT-000654,C121,APAC,31.94,2026-03-02 08:52:09
NT-000655,C186,APAC,470.35,2026-03-04 08:38:02
NT-000656,C153,EU-West,701.13,2026-03-07 22:18:45
NT-000657,C052,US-East,79.34,2026-03-07 21:28:00
NT-000658,C158,EU-North,153.96,2026-03-06 22:44:14
NT-000659,C071,APAC,43.96,2026-03-07 06:10:05
NT-000660,C189,EU-West,182.44,2026-03-06 12:33:00
NT-000661,C071,EU-North,129.18,2026-03-07 17:22:52
NT-000662,C105,EU-West,53.79,2026-03-05 06:16:11
NT-000663,C066,US-East,244.91,2026-03-04 09:51:32
NT-000664,C194,US-East,502.37,2026-03-06 21:49:15
NT-000665,C067,EU-West,79.77,2026-03-05 06:30:07
NT-000666,C106,US-East,8.88,2026-03-03 13:51:20
NT-000667,C024,APAC,223.16,2026-03-08 14:15:18
NT-000668,C091,EU-North,140.36,2026-03-02 11:30:20
NT-000669,C052,EU-North,230.91,2026-03-07 12:31:47
NT-000670,C064,US-East,17.71,2026-03-03 13:12:53
NT-000671,C196,EU-West,155.68,2026-03-02 21:39:00
NT-000672,C148,US-East,97.58,2026-03-04 21:57:56
NT-000673,C193,EU-North,80.73,2026-03-06 14:25:14
NT-000674,C101,EU-North,18.95,2026-03-05 07:32:22
NT-000675,C003,EU-West,156.91,2026-03-06 20:20:44
NT-000676,C067,EU-North,29.58,2026-03-02 16:23:39
NT-000677,C128,APAC,71.76,2026-03-05 16:23:11
NT-000678,C072,APAC,19.93,2026-03-04 17:54:25
NT-000679,C185,US-East,183.3,2026-03-06 13:52:06
NT-000680,C190,EU-North,8.89,2026-03-08 18:12:09
NT-000681,C162,US-East,145.01,2026-03-05 21:08:57
NT-000682,C177,EU-North,82.06,2026-03-06 07:25:06
NT-000683,C086,US-East,58.99,2026-03-05 09:28:47
NT-000684,C106,EU-West,69.84,2026-03-08 14:22:01
NT-000685,C167,EU-North,406.53,2026-03-06 12:36:36
NT-000686,C189,APAC,157.16,2026-03-04 22:31:49
NT-000687,C043,US-East,63.72,2026-03-04 20:40:09
NT-000688,C088,EU-North,67.42,2026-03-05 08:05:10
NT-000689,C102,US-East,217.15,2026-03-07 14:38:41
NT-000690,C043,EU-North,118.76,2026-03-04 22:28:26
NT-000691,C192,EU-West,44.13,2026-03-03 14:47:44
NT-000692,C122,EU-West,44.13,2026-03-02 08:59:56
NT-000693,C159,EU-North,92.77,2026-03-08 08:06:16
NT-000694,C189,US-East,19.5,2026-03-05 15:14:15
NT-000695,C170,US-East,148.78,2026-03-06 11:01:02
NT-000696,C070,APAC,94.31,2026-03-05 20:55:34
NT-000697,C117,APAC,66.2,2026-03-06 11:37:38
NT-000698,C059,EU-West,41.29,2026-03-04 17:30:34
NT-000699,C001,EU-North,50.7,2026-03-04 10:19:00
NT-000700,C077,EU-West,219.69,2026-03-02 21:48:30
NT-000701,C141,US-East,88.28,2026-03-06 13:50:00
NT-000702,C184,APAC,133.09,2026-03-05 18:15:10
NT-000703,C133,US-East,75.61,2026-03-02 19:40:15
NT-000704,C018,EU-North,18.04,2026-03-08 14:26:12
NT-000705,C160,APAC,9.76,2026-03-05 20:17:44
NT-000706,C073,US-East,47.9,2026-03-02 06:11:06
NT-000707,C004,APAC,46.24,2026-03-02 13:05:09
NT-000708,C179,EU-West,84.76,2026-03-08 21:23:29
NT-000709,C101,EU-West,24.53,2026-03-03 07:17:49
NT-000710,C004,EU-West,643.08,2026-03-08 14:52:24
NT-000711,C009,EU-North,78.16,2026-03-05 20:15:47
NT-000712,C175,US-East,337.24,2026-03-06 12:30:24
NT-000713,C141,EU-West,66.11,2026-03-07 07:47:59
NT-000714,C171,EU-North,379.78,2026-03-03 17:56:03
NT-000715,C071,EU-West,30.12,2026-03-05 16:00:10
NT-000716,C040,US-East,137.31,2026-03-02 21:44:38
NT-000717,C087,EU-West,66.66,2026-03-05 08:43:39
NT-000718,C060,US-East,683.71,2026-03-07 09:08:31
NT-000719,C113,EU-North,42.38,2026-03-08 17:51:57
NT-000720,C011,APAC,183.85,2026-03-07 10:16:57
NT-000721,C048,US-East,50.62,2026-03-06 21:12:36
NT-000722,C040,APAC,31.96,2026-03-08 11:04:33
NT-000723,C164,APAC,232.44,2026-03-04 20:00:49
NT-000724,C062,US-East,198.74,2026-03-06 17:49:39
NT-000725,C175,APAC,123.12,2026-03-06 18:12:33
NT-000726,C083,EU-West,67.96,2026-03-04 16:26:41
NT-000727,C009,EU-North,25.44,2026-03-02 10:11:55
NT-000728,C135,US-East,28.09,2026-03-02 18:42:31
NT-000729,C054,APAC,224.81,2026-03-07 08:00:59
NT-000730,C191,APAC,219.14,2026-03-05 07:23:35
NT-000731,C188,EU-West,111.69,2026-03-02 14:33:02
NT-000732,C186,EU-North,25.24,2026-03-03 22:06:06
NT-000733,C046,APAC,214.94,2026-03-06 13:36:40
NT-000734,C180,APAC,125.02,2026-03-06 17:43:29
NT-000735,C169,EU-North,62.59,2026-03-03 18:32:21
NT-000736,C096,APAC,164.59,2026-03-04 16:35:20
NT-000737,C145,EU-North,58.07,2026-03-07 16:38:15
NT-000738,C115,APAC,11.15,2026-03-07 14:23:28
NT-000739,C078,EU-West,28.19,2026-03-04 06:33:08
NT-000740,C177,US-East,176.69,2026-03-08 16:01:49
NT-000741,C118,US-East,32.11,2026-03-06 10:06:02
NT-000742,C077,EU-West,59.78,2026-03-06 13:14:16
NT-000743,C124,EU-North,89.81,2026-03-03 08:46:20
NT-000744,C077,EU-West,186.44,2026-03-07 09:38:41
NT-000745,C086,US-East,165.15,2026-03-02 07:58:49
NT-000746,C059,EU-West,194.83,2026-03-08 09:55:49
NT-000747,C082,EU-North,71.5,2026-03-02 15:33:02
NT-000748,C101,APAC,186.29,2026-03-03 07:43:46
NT-000749,C101,EU-North,15.51,2026-03-02 13:27:18
NT-000750,C068,EU-West,47.54,2026-03-06 07:35:25
NT-000751,C124,EU-North,67.35,2026-03-07 10:48:08
NT-000752,C019,US-East,148.51,2026-03-03 22:15:15
NT-000753,C106,APAC,25.33,2026-03-06 08:07:42
NT-000754,C044,US-East,248.52,2026-03-04 06:49:19
NT-000755,C060,EU-North,123.4,2026-03-05 10:28:02
NT-000756,C014,EU-North,759.7,2026-03-07 08:07:47
NT-000757,C178,EU-West,50.88,2026-03-08 15:00:21
NT-000758,C055,EU-North,76.28,2026-03-04 12:47:34
NT-000759,C037,EU-West,90.45,2026-03-06 21:39:46
NT-000760,C016,US-East,71.38,2026-03-06 07:16:10
NT-000761,C003,EU-West,32.69,2026-03-04 07:29:41
NT-000762,C005,US-East,197.41,2026-03-08 17:55:06
NT-000763,C026,US-East,62.34,2026-03-03 18:32:45
NT-000764,C118,EU-West,91.93,2026-03-02 11:12:32
NT-000765,C191,EU-North,70.27,2026-03-04 16:31:25
NT-000766,C071,EU-West,231.8,2026-03-04 15:15:32
NT-000767,C058,EU-North,43.75,2026-03-08 06:35:17
NT-000768,C134,EU-North,60.13,2026-03-03 08:46:24
NT-000769,C085,APAC,26.81,2026-03-05 15:58:38
NT-000770,C080,EU-North,90.72,2026-03-03 12:55:08
NT-000771,C145,EU-North,58.72,2026-03-08 10:41:59
NT-000772,C038,EU-West,232.02,2026-03-07 09:11:20
NT-000773,C191,US-East,25.1,2026-03-05 19:19:28
NT-000774,C157,US-East,191.85,2026-03-03 11:01:48
NT-000775,C007,US-East,78.96,2026-03-06 13:14:43
NT-000776,C121,US-East,43.26,2026-03-03 22:54:38
NT-000777,C058,EU-West,96.16,2026-03-05 10:10:12
NT-000778,C172,EU-North,109.92,2026-03-04 19:14:47
NT-000779,C118,EU-North,78.64,2026-03-05 21:44:20
NT-000780,C101,EU-West,49.1,2026-03-06 18:46:20
NT-000781,C133,APAC,271.59,2026-03-08 07:56:15
NT-000782,C013,EU-North,44.22,2026-03-05 22:48:40
NT-000783,C109,US-East,108.18,2026-03-04 15:29:10
NT-000784,C166,APAC,53.56,2026-03-06 10:29:53
NT-000785,C083,APAC,49.28,2026-03-03 10:25:26
NT-000786,C024,US-East,67.02,2026-03-07 12:56:29
NT-000787,C032,EU-West,48.9,2026-03-07 11:45:46
NT-000788,C099,EU-North,42.64,2026-03-04 08:33:45
NT-000789,C145,EU-North,21.16,2026-03-08 11:58:21
NT-000790,C080,APAC,24.44,2026-03-08 07:26:19
NT-000791,C196,US-East,53.28,2026-03-03 12:00:39
NT-000792,C127,EU-North,68.01,2026-03-05 06:38:56
NT-000793,C154,EU-West,57.81,2026-03-05 19:28:05
NT-000794,C038,EU-West,105.51,2026-03-06 12:03:11
NT-000795,C155,US-East,15.98,2026-03-08 07:42:36
NT-000796,C173,US-East,203.73,2026-03-02 19:11:10
NT-000797,C149,US-East,301.22,2026-03-06 11:29:47
NT-000798,C098,EU-West,226.5,2026-03-04 16:23:57
NT-000799,C032,US-East,45.65,2026-03-02 15:30:08
NT-000800,C028,EU-West,70.67,2026-03-03 12:39:03
